Carriers,Country,Arrival,Departure,Duration(mins),Number of stops,Price,Price (Original Currency),Book
"['Qantas', 'Emirates']",MY,2016-10-15T20:15:00,2016-10-15T10:25:00,1010,1,962.3623793265324,2919.2290310948993,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2ffnmy%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32348%7c353%7c16292%7c2016-10-15T10%3a25%7c11182%7c2016-10-15T13%3a40%3bflight%7c-31940%7c8005%7c11182%7c2016-10-15T15%3a45%7c13554%7c2016-10-15T20%3a15%26carriers%3d-32348%2c-31940%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d2919.23%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_5250cdc39ef74c8a64bef46555a2e6c9%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a41
"['Qantas', 'Emirates']",MY,2016-10-15T18:40:00,2016-10-15T09:40:00,960,1,962.3623793265324,2919.2290310948993,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2ffnmy%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32348%7c433%7c16292%7c2016-10-15T09%3a40%7c11182%7c2016-10-15T12%3a55%3bflight%7c-31940%7c8003%7c11182%7c2016-10-15T14%3a15%7c13554%7c2016-10-15T18%3a40%26carriers%3d-32348%2c-31940%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d2919.23%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_1e09678e4fbe3802b2143d795ae4699b%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a41
"['Qantas', 'Emirates']",MY,2016-10-15T12:15:00,2016-10-15T01:40:00,1055,1,962.3623793265324,2919.2290310948993,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2ffnmy%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32348%7c405%7c16292%7c2016-10-15T01%3a40%7c11182%7c2016-10-15T04%3a50%3bflight%7c-31940%7c8001%7c11182%7c2016-10-15T07%3a45%7c13554%7c2016-10-15T12%3a15%26carriers%3d-32348%2c-31940%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d2919.23%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_4ee4a245b6d1b4d8129bce95b77a7c07%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a41
"['Emirates', 'Emirates']",MY,2016-10-15T12:15:00,2016-10-15T01:40:00,1055,1,962.3623793265324,2919.2290310948993,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2ffnmy%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32348%7c405%7c16292%7c2016-10-15T01%3a40%7c11182%7c2016-10-15T04%3a50%3bflight%7c-32348%7c1%7c11182%7c2016-10-15T07%3a45%7c13554%7c2016-10-15T12%3a15%26carriers%3d-32348%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d2919.23%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_4814edece880cc2562ed6dacb7e201a7%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a41
"['Royal Brunei ', 'Royal Brunei ', 'Royal Brunei ']",MY,2016-10-17T06:25:00,2016-10-15T21:25:00,2400,2,966.371297613922,2931.389679619029,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2fbrun%2f1%2f16292.13554.2016-10-15%2fair%2fairli%2fflights%3fitinerary%3dflight%7c-31924%7c424%7c16292%7c2016-10-15T21%3a25%7c10258%7c2016-10-15T23%3a30%3bflight%7c-31924%7c97%7c10258%7c2016-10-16T19%3a55%7c11182%7c2016-10-17T00%3a05%3bflight%7c-31924%7c97%7c11182%7c2016-10-17T01%3a50%7c13554%7c2016-10-17T06%3a25%26carriers%3d-31924%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d2931.39%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a26
"['Royal Brunei ', 'Royal Brunei ', 'Royal Brunei ']",ID,2016-10-17T06:25:00,2016-10-15T21:25:00,2400,2,967.1521395658757,9112686.420212356,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fbrun%2f1%2f16292.13554.2016-10-15%2fair%2fairli%2fflights%3fitinerary%3dflight%7c-31924%7c424%7c16292%7c2016-10-15T21%3a25%7c10258%7c2016-10-15T23%3a30%3bflight%7c-31924%7c97%7c10258%7c2016-10-16T19%3a55%7c11182%7c2016-10-17T00%3a05%3bflight%7c-31924%7c97%7c11182%7c2016-10-17T01%3a50%7c13554%7c2016-10-17T06%3a25%26carriers%3d-31924%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d9112686.42%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a26
"['Royal Brunei ', 'Royal Brunei ', 'Royal Brunei ']",SG,2016-10-17T06:25:00,2016-10-15T21:25:00,2400,2,967.1688903758065,967.1688903758067,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fbrun%2f1%2f16292.13554.2016-10-15%2fair%2fairli%2fflights%3fitinerary%3dflight%7c-31924%7c424%7c16292%7c2016-10-15T21%3a25%7c10258%7c2016-10-15T23%3a30%3bflight%7c-31924%7c97%7c10258%7c2016-10-16T19%3a55%7c11182%7c2016-10-17T00%3a05%3bflight%7c-31924%7c97%7c11182%7c2016-10-17T01%3a50%7c13554%7c2016-10-17T06%3a25%26carriers%3d-31924%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d967.17%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a26
"['Turkish Airlines', 'Turkish Airlines']",MY,2016-10-16T09:50:00,2016-10-15T22:00:00,1130,1,970.8047616000521,2944.83814462,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2ffnmy%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31734%7c55%7c16292%7c2016-10-15T22%3a00%7c12585%7c2016-10-16T04%3a25%3bflight%7c-31734%7c1979%7c12585%7c2016-10-16T07%3a45%7c13554%7c2016-10-16T09%3a50%26carriers%3d-31734%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d2944.84%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_5604ad6c4153cb7a2ea76f072b36db1c%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a41
"['Emirates', 'Emirates', 'Qantas']",SG,2016-10-15T14:15:00,2016-10-15T00:50:00,1225,2,970.9482,970.9482,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fsksg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32348%7c349%7c16292%7c2016-10-15T00%3a50%7c10610%7c2016-10-15T01%3a55%3bflight%7c-32348%7c349%7c10610%7c2016-10-15T03%3a15%7c11182%7c2016-10-15T06%3a00%3bflight%7c-31940%7c9%7c11182%7c2016-10-15T09%3a05%7c13554%7c2016-10-15T14%3a15%26carriers%3d-32348%2c-31940%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d970.95%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_5eaee3f54ff0973b8157da2085bd1079%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T08%3a41%3a25
"['Emirates', 'Qantas']",SG,2016-10-15T20:15:00,2016-10-15T10:25:00,1010,1,970.9482,970.9482,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fsksg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31940%7c8353%7c16292%7c2016-10-15T10%3a25%7c11182%7c2016-10-15T13%3a40%3bflight%7c-32348%7c5%7c11182%7c2016-10-15T15%3a45%7c13554%7c2016-10-15T20%3a15%26carriers%3d-31940%2c-32348%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d970.95%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_fd0a968f8bfc70c34d94945004f800dc%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T08%3a41%3a25
"['Emirates', 'Qantas']",SG,2016-10-15T12:15:00,2016-10-15T01:40:00,1055,1,970.9482,970.9482,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fsksg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31940%7c8405%7c16292%7c2016-10-15T01%3a40%7c11182%7c2016-10-15T04%3a50%3bflight%7c-32348%7c1%7c11182%7c2016-10-15T07%3a45%7c13554%7c2016-10-15T12%3a15%26carriers%3d-31940%2c-32348%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d970.95%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_0424b83c153c5e3d736f119af76831c4%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T08%3a41%3a25
"['Emirates', 'Emirates', 'Qantas']",SG,2016-10-15T12:15:00,2016-10-15T00:50:00,1105,2,978.5,978.5,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fbfsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32348%7c349%7c16292%7c2016-10-15T00%3a50%7c10610%7c2016-10-15T01%3a55%3bflight%7c-32348%7c349%7c10610%7c2016-10-15T03%3a15%7c11182%7c2016-10-15T06%3a00%3bflight%7c-31940%7c8001%7c11182%7c2016-10-15T07%3a45%7c13554%7c2016-10-15T12%3a15%26carriers%3d-32348%2c-31940%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d978.50%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_eaf3420724971ad15681251904d8dfd7%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a51
"['Qantas', 'Emirates']",SG,2016-10-15T18:40:00,2016-10-15T09:40:00,960,1,978.5,978.5,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fbfsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32348%7c433%7c16292%7c2016-10-15T09%3a40%7c11182%7c2016-10-15T12%3a55%3bflight%7c-31940%7c8003%7c11182%7c2016-10-15T14%3a15%7c13554%7c2016-10-15T18%3a40%26carriers%3d-32348%2c-31940%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d978.50%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_819c1fc78de26714e238d733edeccd4b%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a51
"['Qantas', 'Emirates']",SG,2016-10-16T06:55:00,2016-10-15T21:35:00,980,1,978.5,978.5,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fbfsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32348%7c355%7c16292%7c2016-10-15T21%3a35%7c11182%7c2016-10-16T00%3a55%3bflight%7c-31940%7c1%7c11182%7c2016-10-16T02%3a10%7c13554%7c2016-10-16T06%3a55%26carriers%3d-32348%2c-31940%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d978.50%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_41513f506a1f22744151ca952fc3e5aa%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a51
"['Emirates', 'Qantas']",SG,2016-10-15T12:15:00,2016-10-15T01:40:00,1055,1,978.5,978.5,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fbfsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32348%7c405%7c16292%7c2016-10-15T01%3a40%7c11182%7c2016-10-15T04%3a50%3bflight%7c-31940%7c8001%7c11182%7c2016-10-15T07%3a45%7c13554%7c2016-10-15T12%3a15%26carriers%3d-32348%2c-31940%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d978.50%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_e16f0e1c6f96d27f7a4a68511b1855aa%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a51
"['Qantas', 'Emirates']",SG,2016-10-15T20:15:00,2016-10-15T10:25:00,1010,1,978.5,978.5,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fbfsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32348%7c353%7c16292%7c2016-10-15T10%3a25%7c11182%7c2016-10-15T13%3a40%3bflight%7c-31940%7c8005%7c11182%7c2016-10-15T15%3a45%7c13554%7c2016-10-15T20%3a15%26carriers%3d-32348%2c-31940%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d978.50%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_67344400c7a9ec8a1f9a940ffd41cb41%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a51
"['Emirates', 'Emirates']",ID,2016-10-15T12:15:00,2016-10-15T01:40:00,1055,1,982.4419666267626,9256750.0,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fnusa%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32348%7c405%7c16292%7c2016-10-15T01%3a40%7c11182%7c2016-10-15T04%3a50%3bflight%7c-32348%7c1%7c11182%7c2016-10-15T07%3a45%7c13554%7c2016-10-15T12%3a15%26carriers%3d-32348%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d9256750.00%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_0a556195de0d010ade260af073436b05%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a36%3a15
"['Emirates', 'Emirates']",ID,2016-10-15T18:40:00,2016-10-15T09:40:00,960,1,982.4419666267626,9256750.0,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fnusa%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32348%7c433%7c16292%7c2016-10-15T09%3a40%7c11182%7c2016-10-15T12%3a55%3bflight%7c-32348%7c3%7c11182%7c2016-10-15T14%3a15%7c13554%7c2016-10-15T18%3a40%26carriers%3d-32348%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d9256750.00%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_44c2622f283cec5544cd580d46ec9844%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a36%3a15
"['Emirates', 'Emirates']",ID,2016-10-15T20:15:00,2016-10-15T10:25:00,1010,1,982.4419666267626,9256750.0,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fnusa%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32348%7c353%7c16292%7c2016-10-15T10%3a25%7c11182%7c2016-10-15T13%3a40%3bflight%7c-32348%7c5%7c11182%7c2016-10-15T15%3a45%7c13554%7c2016-10-15T20%3a15%26carriers%3d-32348%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d9256750.00%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_f0799f2d327c18cef905da69da17fdac%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a36%3a15
"['Air China', 'Air China']",MY,2016-10-15T17:45:00,2016-10-15T00:15:00,1470,1,984.7764995998184,2987.22,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2fat24%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32690%7c970%7c16292%7c2016-10-15T00%3a15%7c15277%7c2016-10-15T05%3a50%3bflight%7c-32690%7c937%7c15277%7c2016-10-15T14%3a10%7c13554%7c2016-10-15T17%3a45%26carriers%3d-32690%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d2987.22%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_352aba59f1f149b72ca6194d9d919b9b%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a38
"['Etihad Airways', 'Etihad Airways']",SG,2016-10-16T07:35:00,2016-10-15T20:05:00,1110,1,985.95,985.95,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2flmsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32339%7c473%7c16292%7c2016-10-15T20%3a05%7c9618%7c2016-10-15T23%3a35%3bflight%7c-32339%7c11%7c9618%7c2016-10-16T02%3a35%7c13554%7c2016-10-16T07%3a35%26carriers%3d-32339%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d985.95%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_658a529af32626a034f4c68f1e880f7b%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a53
"['Etihad Airways', 'Etihad Airways', 'Etihad Airways']",SG,2016-10-16T13:05:00,2016-10-15T21:15:00,1370,2,985.95,985.95,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2flmsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32339%7c7556%7c16292%7c2016-10-15T21%3a15%7c13311%7c2016-10-15T22%3a15%3bflight%7c-32339%7c413%7c13311%7c2016-10-16T02%3a10%7c9618%7c2016-10-16T05%3a30%3bflight%7c-32339%7c19%7c9618%7c2016-10-16T08%3a00%7c13554%7c2016-10-16T13%3a05%26carriers%3d-32339%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d985.95%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_e1332611df26d5ae836a16080521ee53%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a53
