Carriers,Country,Arrival,Departure,Duration(mins),Number of stops,Price,Price (Original Currency),Book
"['EVA Air', 'EVA Air', 'EVA Air']",ID,2016-10-16T19:25:00,2016-10-15T15:15:00,2110,2,1676.1398692564667,15792900.0,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fnusa%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32331%7c216%7c16292%7c2016-10-15T15%3a15%7c17075%7c2016-10-15T20%3a00%3bflight%7c-32331%7c67%7c17075%7c2016-10-16T09%3a00%7c9970%7c2016-10-16T11%3a35%3bflight%7c-32331%7c67%7c9970%7c2016-10-16T12%3a50%7c13554%7c2016-10-16T19%3a25%26carriers%3d-32331%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d15792900.00%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_09f6277c6b933c47db6408b0b6c451d9%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a36%3a15
"['Finnair', 'Finnair']",SG,2016-10-16T09:00:00,2016-10-15T23:35:00,985,1,1677.9,1677.9,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2flmsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32317%7c82%7c16292%7c2016-10-15T23%3a35%7c12126%7c2016-10-16T06%3a35%3bflight%7c-32317%7c5905%7c12126%7c2016-10-16T07%3a45%7c13554%7c2016-10-16T09%3a00%26carriers%3d-32317%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d1677.90%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_61048b3ce6235348adf6a3d0b78d8c2c%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a53
"['Air India', 'Air India']",SG,2016-10-15T19:00:00,2016-10-15T08:35:00,1045,1,1681.2300000000002,1681.23,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fedsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32672%7c381%7c16292%7c2016-10-15T08%3a35%7c10957%7c2016-10-15T11%3a35%3bflight%7c-32672%7c111%7c10957%7c2016-10-15T14%3a00%7c13554%7c2016-10-15T19%3a00%26carriers%3d-32672%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d1681.23%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_cec5338eabb5cb3a795202e0829e5418%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T11%3a03%3a49
"['Air India', 'Air India']",ID,2016-10-15T19:00:00,2016-10-15T08:35:00,1045,1,1685.8934454827881,15884800.0,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fnusa%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32672%7c381%7c16292%7c2016-10-15T08%3a35%7c10957%7c2016-10-15T11%3a35%3bflight%7c-32672%7c111%7c10957%7c2016-10-15T14%3a00%7c13554%7c2016-10-15T19%3a00%26carriers%3d-32672%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d15884800.00%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_d4f61eda0193cfb6f2eafce50fb03008%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a36%3a15
"['Etihad Airways', 'Etihad Airways', 'Etihad Airways']",MY,2016-10-16T13:05:00,2016-10-15T19:40:00,1465,2,1695.787492699388,5144.0,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2fetih%2f1%2f16292.13554.2016-10-15%2fair%2fairli%2fflights%3fitinerary%3dflight%7c-32339%7c7591%7c16292%7c2016-10-15T19%3a40%7c10957%7c2016-10-15T22%3a55%3bflight%7c-32339%7c211%7c10957%7c2016-10-16T04%3a40%7c9618%7c2016-10-16T07%3a00%3bflight%7c-32339%7c19%7c9618%7c2016-10-16T08%3a00%7c13554%7c2016-10-16T13%3a05%26carriers%3d-32339%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d5144.00%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_e848b40f1377a90cab0c2f5468d6e14a%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a38
"['Etihad Airways', 'Etihad Airways', 'Etihad Airways']",ID,2016-10-16T13:05:00,2016-10-15T19:40:00,1465,2,1697.157713461498,15990934.017228458,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fetih%2f1%2f16292.13554.2016-10-15%2fair%2fairli%2fflights%3fitinerary%3dflight%7c-32339%7c7591%7c16292%7c2016-10-15T19%3a40%7c10957%7c2016-10-15T22%3a55%3bflight%7c-32339%7c211%7c10957%7c2016-10-16T04%3a40%7c9618%7c2016-10-16T07%3a00%3bflight%7c-32339%7c19%7c9618%7c2016-10-16T08%3a00%7c13554%7c2016-10-16T13%3a05%26carriers%3d-32339%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d15990934.02%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_e848b40f1377a90cab0c2f5468d6e14a%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a38
"['Etihad Airways', 'Etihad Airways', 'Etihad Airways']",SG,2016-10-16T13:05:00,2016-10-15T19:40:00,1465,2,1697.187107767852,1697.1871077678518,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fetih%2f1%2f16292.13554.2016-10-15%2fair%2fairli%2fflights%3fitinerary%3dflight%7c-32339%7c7591%7c16292%7c2016-10-15T19%3a40%7c10957%7c2016-10-15T22%3a55%3bflight%7c-32339%7c211%7c10957%7c2016-10-16T04%3a40%7c9618%7c2016-10-16T07%3a00%3bflight%7c-32339%7c19%7c9618%7c2016-10-16T08%3a00%7c13554%7c2016-10-16T13%3a05%26carriers%3d-32339%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d1697.19%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_e848b40f1377a90cab0c2f5468d6e14a%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a38
"['Air Berlin', 'Air Berlin', 'Air Berlin']",MY,2016-10-16T19:50:00,2016-10-15T23:35:00,1635,2,1699.380821562223,5154.9,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2fgtas%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32702%7c5623%7c16292%7c2016-10-15T23%3a35%7c12126%7c2016-10-16T06%3a35%3bflight%7c-32702%7c5601%7c12126%7c2016-10-16T08%3a30%7c12070%7c2016-10-16T09%3a25%3bflight%7c-32702%7c5033%7c12070%7c2016-10-16T19%3a05%7c13554%7c2016-10-16T19%3a50%26carriers%3d-32702%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d5154.90%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_d76964b0103077efe8141890115fb1cf%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a39
"['Air Berlin', 'Air Berlin', 'Air Berlin']",ID,2016-10-16T19:50:00,2016-10-15T23:35:00,1635,2,1700.7539457859011,16024818.383633548,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fgtas%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32702%7c5623%7c16292%7c2016-10-15T23%3a35%7c12126%7c2016-10-16T06%3a35%3bflight%7c-32702%7c5601%7c12126%7c2016-10-16T08%3a30%7c12070%7c2016-10-16T09%3a25%3bflight%7c-32702%7c5033%7c12070%7c2016-10-16T19%3a05%7c13554%7c2016-10-16T19%3a50%26carriers%3d-32702%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d16024818.38%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_d76964b0103077efe8141890115fb1cf%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a39
"['Philippine Airlines', 'Philippine Airlines']",ID,2016-10-15T21:00:00,2016-10-15T00:30:00,1650,1,1726.903041280944,16271200.0,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fvian%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31964%7c510%7c16292%7c2016-10-15T00%3a30%7c14213%7c2016-10-15T04%3a10%3bflight%7c-31964%7c720%7c14213%7c2016-10-15T13%3a20%7c13554%7c2016-10-15T21%3a00%26carriers%3d-31964%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d16271200.00%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_6161c155c42df49a194df2c2aaaa4cfb%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T11%3a04%3a38
"['Asiana Airlines', 'Asiana Airlines']",MY,2016-10-16T18:25:00,2016-10-15T22:50:00,1595,1,1755.6695136185701,5325.646059387984,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2ffnmy%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32558%7c752%7c16292%7c2016-10-15T22%3a50%7c12409%7c2016-10-16T06%3a10%3bflight%7c-32558%7c521%7c12409%7c2016-10-16T14%3a30%7c13554%7c2016-10-16T18%3a25%26carriers%3d-32558%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d5325.65%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_63d1450472fa3f0f3d86b532e244f815%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a41
['Virgin Atlantic'],MY,2016-10-15T07:45:00,2016-10-15T01:10:00,815,0,1759.9399511129382,5338.6,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2fat24%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31697%7c7316%7c16292%7c2016-10-15T01%3a10%7c13554%7c2016-10-15T07%3a45%26carriers%3d-31697%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d5338.60%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_5ebd700eda168a4ea74b3243346c2e63%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a38
['Virgin Atlantic'],MY,2016-10-15T15:40:00,2016-10-15T09:05:00,815,0,1759.9399511129382,5338.6,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2fat24%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31697%7c7318%7c16292%7c2016-10-15T09%3a05%7c13554%7c2016-10-15T15%3a40%26carriers%3d-31697%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d5338.60%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_5c86ec45a7c6c85625cff0fcd6c2a541%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a38
['Virgin Atlantic'],MY,2016-10-15T19:05:00,2016-10-15T12:35:00,810,0,1759.9399511129382,5338.6,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2fat24%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31697%7c7320%7c16292%7c2016-10-15T12%3a35%7c13554%7c2016-10-15T19%3a05%26carriers%3d-31697%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d5338.60%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_e4e82145f37c6140abd602df2f0d98b1%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a38
['Virgin Atlantic'],MY,2016-10-16T05:55:00,2016-10-15T23:30:00,805,0,1759.9399511129382,5338.6,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2fat24%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31697%7c7322%7c16292%7c2016-10-15T23%3a30%7c13554%7c2016-10-16T05%3a55%26carriers%3d-31697%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d5338.60%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_36251e70935da90f5be2a675ed1ecf6b%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a38
['Virgin Atlantic'],SG,2016-10-16T05:55:00,2016-10-15T23:30:00,805,0,1760.8100000000002,1760.81,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fbfsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31697%7c7322%7c16292%7c2016-10-15T23%3a30%7c13554%7c2016-10-16T05%3a55%26carriers%3d-31697%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d1760.81%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_0127284e96d1135896b925973764e5c2%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a51
['Virgin Atlantic'],SG,2016-10-15T19:05:00,2016-10-15T12:35:00,810,0,1760.8100000000002,1760.81,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fbfsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31697%7c7320%7c16292%7c2016-10-15T12%3a35%7c13554%7c2016-10-15T19%3a05%26carriers%3d-31697%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d1760.81%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_eecbf4874cc87760c54d83fdb331d571%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a51
['Virgin Atlantic'],SG,2016-10-15T15:40:00,2016-10-15T09:05:00,815,0,1760.8100000000002,1760.81,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fbfsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31697%7c7318%7c16292%7c2016-10-15T09%3a05%7c13554%7c2016-10-15T15%3a40%26carriers%3d-31697%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d1760.81%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_71ea6b10881f576e134deaa8fa469512%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a51
['Virgin Atlantic'],SG,2016-10-15T07:45:00,2016-10-15T01:10:00,815,0,1760.8100000000002,1760.81,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fbfsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31697%7c7316%7c16292%7c2016-10-15T01%3a10%7c13554%7c2016-10-15T07%3a45%26carriers%3d-31697%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d1760.81%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_3bddeada9273e7af225709483f408e35%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a51
['Virgin Atlantic'],ID,2016-10-15T07:45:00,2016-10-15T01:10:00,815,0,1761.3620079870827,16595878.760570731,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fat24%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31697%7c7316%7c16292%7c2016-10-15T01%3a10%7c13554%7c2016-10-15T07%3a45%26carriers%3d-31697%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d16595878.76%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_5ebd700eda168a4ea74b3243346c2e63%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a38
['Virgin Atlantic'],ID,2016-10-15T15:40:00,2016-10-15T09:05:00,815,0,1761.3620079870827,16595878.760570731,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fat24%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31697%7c7318%7c16292%7c2016-10-15T09%3a05%7c13554%7c2016-10-15T15%3a40%26carriers%3d-31697%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d16595878.76%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_5c86ec45a7c6c85625cff0fcd6c2a541%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a38
['Virgin Atlantic'],ID,2016-10-15T19:05:00,2016-10-15T12:35:00,810,0,1761.3620079870827,16595878.760570731,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fat24%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31697%7c7320%7c16292%7c2016-10-15T12%3a35%7c13554%7c2016-10-15T19%3a05%26carriers%3d-31697%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d16595878.76%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_e4e82145f37c6140abd602df2f0d98b1%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a38
['Virgin Atlantic'],ID,2016-10-16T05:55:00,2016-10-15T23:30:00,805,0,1761.3620079870827,16595878.760570731,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fat24%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31697%7c7322%7c16292%7c2016-10-15T23%3a30%7c13554%7c2016-10-16T05%3a55%26carriers%3d-31697%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d16595878.76%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_36251e70935da90f5be2a675ed1ecf6b%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a38
